Dataset,BaseLearner,PredictionType,Algorithm,Metric,Noise,Value
medical,LGBM,ScoreVector,PartialOrder__Subset__2,auc_micro,0.3,0.8059±0.0173
medical,LGBM,ScoreVector,PartialOrder__Subset__None,auc_micro,0.3,0.8059±0.0173
medical,LGBM,ScoreVector,PreOrder__Hamming__2,auc_micro,0.3,0.8059±0.0173
medical,LGBM,ScoreVector,PreOrder__Hamming__None,auc_micro,0.3,0.8059±0.0173
medical,LGBM,ScoreVector,PreOrder__Subset__2,auc_micro,0.3,0.8059±0.0173
medical,LGBM,ScoreVector,PreOrder__Subset__None,auc_micro,0.3,0.8059±0.0173
medical,LGBM,ScoreVector,br,auc_micro,0.3,0.8023±0.0047
medical,LGBM,ScoreVector,cc,auc_micro,0.3,0.7995±0.0079
medical,LGBM,ScoreVector,clr,auc_micro,0.3,0.8654±0.0118
medical,LGBM,ScoreVector,ecc,auc_micro,0.3,0.8467±0.0086
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_macro,0.0,0.4077±0.0321
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_macro,0.0,0.4077±0.0321
medical,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_macro,0.0,0.4077±0.0321
medical,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_macro,0.0,0.4077±0.0321
medical,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_macro,0.0,0.4077±0.0321
medical,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_macro,0.0,0.4077±0.0321
medical,LGBM,ScoreVector,PreOrder__Subset__2,auprc_macro,0.0,0.4077±0.0321
medical,LGBM,ScoreVector,PreOrder__Subset__None,auprc_macro,0.0,0.4077±0.0321
medical,LGBM,ScoreVector,br,auprc_macro,0.0,0.4077±0.0321
medical,LGBM,ScoreVector,cc,auprc_macro,0.0,0.3957±0.0257
medical,LGBM,ScoreVector,clr,auprc_macro,0.0,0.3731±0.0310
medical,LGBM,ScoreVector,ecc,auprc_macro,0.0,0.4468±0.0381
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_macro,0.1,0.3119±0.0228
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_macro,0.1,0.3119±0.0228
medical,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_macro,0.1,0.3119±0.0228
medical,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_macro,0.1,0.3119±0.0228
medical,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_macro,0.1,0.3119±0.0228
medical,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_macro,0.1,0.3119±0.0228
medical,LGBM,ScoreVector,PreOrder__Subset__2,auprc_macro,0.1,0.3119±0.0228
medical,LGBM,ScoreVector,PreOrder__Subset__None,auprc_macro,0.1,0.3119±0.0228
medical,LGBM,ScoreVector,br,auprc_macro,0.1,0.3133±0.0248
medical,LGBM,ScoreVector,cc,auprc_macro,0.1,0.3071±0.0152
medical,LGBM,ScoreVector,clr,auprc_macro,0.1,0.3166±0.0171
medical,LGBM,ScoreVector,ecc,auprc_macro,0.1,0.3333±0.0218
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_macro,0.2,0.2400±0.0195
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_macro,0.2,0.2400±0.0195
medical,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_macro,0.2,0.2400±0.0195
medical,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_macro,0.2,0.2400±0.0195
medical,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_macro,0.2,0.2400±0.0195
medical,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_macro,0.2,0.2400±0.0195
medical,LGBM,ScoreVector,PreOrder__Subset__2,auprc_macro,0.2,0.2400±0.0195
medical,LGBM,ScoreVector,PreOrder__Subset__None,auprc_macro,0.2,0.2400±0.0195
medical,LGBM,ScoreVector,br,auprc_macro,0.2,0.2458±0.0149
medical,LGBM,ScoreVector,cc,auprc_macro,0.2,0.2473±0.0271
medical,LGBM,ScoreVector,clr,auprc_macro,0.2,0.2640±0.0170
medical,LGBM,ScoreVector,ecc,auprc_macro,0.2,0.2762±0.0219
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_macro,0.3,0.1608±0.0204
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_macro,0.3,0.1608±0.0204
medical,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_macro,0.3,0.1608±0.0204
medical,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_macro,0.3,0.1608±0.0204
medical,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_macro,0.3,0.1608±0.0204
medical,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_macro,0.3,0.1608±0.0204
medical,LGBM,ScoreVector,PreOrder__Subset__2,auprc_macro,0.3,0.1608±0.0204
medical,LGBM,ScoreVector,PreOrder__Subset__None,auprc_macro,0.3,0.1608±0.0204
medical,LGBM,ScoreVector,br,auprc_macro,0.3,0.1571±0.0071
medical,LGBM,ScoreVector,cc,auprc_macro,0.3,0.1654±0.0148
medical,LGBM,ScoreVector,clr,auprc_macro,0.3,0.1923±0.0161
medical,LGBM,ScoreVector,ecc,auprc_macro,0.3,0.1945±0.0120
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_micro,0.0,0.2847±0.0902
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_micro,0.0,0.2847±0.0902
medical,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_micro,0.0,0.2847±0.0902
medical,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_micro,0.0,0.2847±0.0902
medical,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_micro,0.0,0.2847±0.0902
medical,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_micro,0.0,0.2847±0.0902
medical,LGBM,ScoreVector,PreOrder__Subset__2,auprc_micro,0.0,0.2847±0.0902
medical,LGBM,ScoreVector,PreOrder__Subset__None,auprc_micro,0.0,0.2847±0.0902
medical,LGBM,ScoreVector,br,auprc_micro,0.0,0.2847±0.0902
medical,LGBM,ScoreVector,cc,auprc_micro,0.0,0.2633±0.0739
medical,LGBM,ScoreVector,clr,auprc_micro,0.0,0.6621±0.0568
medical,LGBM,ScoreVector,ecc,auprc_micro,0.0,0.8289±0.0251
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_micro,0.1,0.6841±0.0187
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_micro,0.1,0.6841±0.0187
medical,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_micro,0.1,0.6841±0.0187
medical,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_micro,0.1,0.6841±0.0187
medical,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_micro,0.1,0.6841±0.0187
medical,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_micro,0.1,0.6841±0.0187
medical,LGBM,ScoreVector,PreOrder__Subset__2,auprc_micro,0.1,0.6841±0.0187
medical,LGBM,ScoreVector,PreOrder__Subset__None,auprc_micro,0.1,0.6841±0.0187
medical,LGBM,ScoreVector,br,auprc_micro,0.1,0.6843±0.0288
medical,LGBM,ScoreVector,cc,auprc_micro,0.1,0.6742±0.0267
medical,LGBM,ScoreVector,clr,auprc_micro,0.1,0.7512±0.0219
medical,LGBM,ScoreVector,ecc,auprc_micro,0.1,0.7544±0.0107
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_micro,0.2,0.4316±0.0328
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_micro,0.2,0.4316±0.0328
medical,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_micro,0.2,0.4316±0.0328
medical,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_micro,0.2,0.4316±0.0328
medical,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_micro,0.2,0.4316±0.0328
medical,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_micro,0.2,0.4316±0.0328
medical,LGBM,ScoreVector,PreOrder__Subset__2,auprc_micro,0.2,0.4316±0.0328
medical,LGBM,ScoreVector,PreOrder__Subset__None,auprc_micro,0.2,0.4316±0.0328
medical,LGBM,ScoreVector,br,auprc_micro,0.2,0.4617±0.0271
medical,LGBM,ScoreVector,cc,auprc_micro,0.2,0.4303±0.0336
medical,LGBM,ScoreVector,clr,auprc_micro,0.2,0.6223±0.0420
medical,LGBM,ScoreVector,ecc,auprc_micro,0.2,0.6277±0.0267
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,auprc_micro,0.3,0.1950±0.0277
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,auprc_micro,0.3,0.1950±0.0277
medical,LGBM,ScoreVector,PartialOrder__Subset__2,auprc_micro,0.3,0.1950±0.0277
medical,LGBM,ScoreVector,PartialOrder__Subset__None,auprc_micro,0.3,0.1950±0.0277
medical,LGBM,ScoreVector,PreOrder__Hamming__2,auprc_micro,0.3,0.1950±0.0277
medical,LGBM,ScoreVector,PreOrder__Hamming__None,auprc_micro,0.3,0.1950±0.0277
medical,LGBM,ScoreVector,PreOrder__Subset__2,auprc_micro,0.3,0.1950±0.0277
medical,LGBM,ScoreVector,PreOrder__Subset__None,auprc_micro,0.3,0.1950±0.0277
medical,LGBM,ScoreVector,br,auprc_micro,0.3,0.2026±0.0215
medical,LGBM,ScoreVector,cc,auprc_micro,0.3,0.2197±0.0083
medical,LGBM,ScoreVector,clr,auprc_micro,0.3,0.3338±0.0238
medical,LGBM,ScoreVector,ecc,auprc_micro,0.3,0.3256±0.0219
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,coverage,0.0,3.6879±0.5183
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,coverage,0.0,3.6879±0.5183
medical,LGBM,ScoreVector,PartialOrder__Subset__2,coverage,0.0,3.6879±0.5183
medical,LGBM,ScoreVector,PartialOrder__Subset__None,coverage,0.0,3.6879±0.5183
medical,LGBM,ScoreVector,PreOrder__Hamming__2,coverage,0.0,3.6879±0.5183
medical,LGBM,ScoreVector,PreOrder__Hamming__None,coverage,0.0,3.6879±0.5183
medical,LGBM,ScoreVector,PreOrder__Subset__2,coverage,0.0,3.6879±0.5183
medical,LGBM,ScoreVector,PreOrder__Subset__None,coverage,0.0,3.6879±0.5183
medical,LGBM,ScoreVector,br,coverage,0.0,3.6879±0.5183
medical,LGBM,ScoreVector,cc,coverage,0.0,3.8998±0.5539
medical,LGBM,ScoreVector,clr,coverage,0.0,2.5423±0.3021
medical,LGBM,ScoreVector,ecc,coverage,0.0,1.9329±0.1927
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,coverage,0.1,3.8080±0.4885
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,coverage,0.1,3.8080±0.4885
medical,LGBM,ScoreVector,PartialOrder__Subset__2,coverage,0.1,3.8080±0.4885
medical,LGBM,ScoreVector,PartialOrder__Subset__None,coverage,0.1,3.8080±0.4885
medical,LGBM,ScoreVector,PreOrder__Hamming__2,coverage,0.1,3.8080±0.4885
medical,LGBM,ScoreVector,PreOrder__Hamming__None,coverage,0.1,3.8080±0.4885
medical,LGBM,ScoreVector,PreOrder__Subset__2,coverage,0.1,3.8080±0.4885
medical,LGBM,ScoreVector,PreOrder__Subset__None,coverage,0.1,3.8080±0.4885
medical,LGBM,ScoreVector,br,coverage,0.1,3.9750±0.4684
medical,LGBM,ScoreVector,cc,coverage,0.1,4.6016±0.3613
medical,LGBM,ScoreVector,clr,coverage,0.1,3.1812±0.2339
medical,LGBM,ScoreVector,ecc,coverage,0.1,3.3432±0.4313
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,coverage,0.2,5.6316±0.1743
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,coverage,0.2,5.6316±0.1743
medical,LGBM,ScoreVector,PartialOrder__Subset__2,coverage,0.2,5.6316±0.1743
medical,LGBM,ScoreVector,PartialOrder__Subset__None,coverage,0.2,5.6316±0.1743
medical,LGBM,ScoreVector,PreOrder__Hamming__2,coverage,0.2,5.6316±0.1743
medical,LGBM,ScoreVector,PreOrder__Hamming__None,coverage,0.2,5.6316±0.1743
medical,LGBM,ScoreVector,PreOrder__Subset__2,coverage,0.2,5.6316±0.1743
medical,LGBM,ScoreVector,PreOrder__Subset__None,coverage,0.2,5.6316±0.1743
medical,LGBM,ScoreVector,br,coverage,0.2,6.8426±0.8581
medical,LGBM,ScoreVector,cc,coverage,0.2,6.7286±1.0389
medical,LGBM,ScoreVector,clr,coverage,0.2,4.2391±0.2817
medical,LGBM,ScoreVector,ecc,coverage,0.2,5.0133±0.7682
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,coverage,0.3,9.2267±0.8172
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,coverage,0.3,9.2267±0.8172
medical,LGBM,ScoreVector,PartialOrder__Subset__2,coverage,0.3,9.2267±0.8172
medical,LGBM,ScoreVector,PartialOrder__Subset__None,coverage,0.3,9.2267±0.8172
medical,LGBM,ScoreVector,PreOrder__Hamming__2,coverage,0.3,9.2267±0.8172
medical,LGBM,ScoreVector,PreOrder__Hamming__None,coverage,0.3,9.2267±0.8172
medical,LGBM,ScoreVector,PreOrder__Subset__2,coverage,0.3,9.2267±0.8172
medical,LGBM,ScoreVector,PreOrder__Subset__None,coverage,0.3,9.2267±0.8172
medical,LGBM,ScoreVector,br,coverage,0.3,9.5067±0.2712
medical,LGBM,ScoreVector,cc,coverage,0.3,9.7755±0.4285
medical,LGBM,ScoreVector,clr,coverage,0.3,6.9852±0.6495
medical,LGBM,ScoreVector,ecc,coverage,0.3,7.3713±0.1983
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,lr_ap,0.0,0.5061±0.1382
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,lr_ap,0.0,0.5061±0.1382
medical,LGBM,ScoreVector,PartialOrder__Subset__2,lr_ap,0.0,0.5061±0.1382
medical,LGBM,ScoreVector,PartialOrder__Subset__None,lr_ap,0.0,0.5061±0.1382
medical,LGBM,ScoreVector,PreOrder__Hamming__2,lr_ap,0.0,0.5061±0.1382
medical,LGBM,ScoreVector,PreOrder__Hamming__None,lr_ap,0.0,0.5061±0.1382
medical,LGBM,ScoreVector,PreOrder__Subset__2,lr_ap,0.0,0.5061±0.1382
medical,LGBM,ScoreVector,PreOrder__Subset__None,lr_ap,0.0,0.5061±0.1382
medical,LGBM,ScoreVector,br,lr_ap,0.0,0.5061±0.1382
medical,LGBM,ScoreVector,cc,lr_ap,0.0,0.4825±0.1122
medical,LGBM,ScoreVector,clr,lr_ap,0.0,0.7895±0.0512
medical,LGBM,ScoreVector,ecc,lr_ap,0.0,0.8816±0.0238
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,lr_ap,0.1,0.7913±0.0152
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,lr_ap,0.1,0.7913±0.0152
medical,LGBM,ScoreVector,PartialOrder__Subset__2,lr_ap,0.1,0.7913±0.0152
medical,LGBM,ScoreVector,PartialOrder__Subset__None,lr_ap,0.1,0.7913±0.0152
medical,LGBM,ScoreVector,PreOrder__Hamming__2,lr_ap,0.1,0.7913±0.0152
medical,LGBM,ScoreVector,PreOrder__Hamming__None,lr_ap,0.1,0.7913±0.0152
medical,LGBM,ScoreVector,PreOrder__Subset__2,lr_ap,0.1,0.7913±0.0152
medical,LGBM,ScoreVector,PreOrder__Subset__None,lr_ap,0.1,0.7913±0.0152
medical,LGBM,ScoreVector,br,lr_ap,0.1,0.7798±0.0242
medical,LGBM,ScoreVector,cc,lr_ap,0.1,0.7633±0.0208
medical,LGBM,ScoreVector,clr,lr_ap,0.1,0.8273±0.0194
medical,LGBM,ScoreVector,ecc,lr_ap,0.1,0.8366±0.0193
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,lr_ap,0.2,0.6490±0.0194
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,lr_ap,0.2,0.6490±0.0194
medical,LGBM,ScoreVector,PartialOrder__Subset__2,lr_ap,0.2,0.6490±0.0194
medical,LGBM,ScoreVector,PartialOrder__Subset__None,lr_ap,0.2,0.6490±0.0194
medical,LGBM,ScoreVector,PreOrder__Hamming__2,lr_ap,0.2,0.6490±0.0194
medical,LGBM,ScoreVector,PreOrder__Hamming__None,lr_ap,0.2,0.6490±0.0194
medical,LGBM,ScoreVector,PreOrder__Subset__2,lr_ap,0.2,0.6490±0.0194
medical,LGBM,ScoreVector,PreOrder__Subset__None,lr_ap,0.2,0.6490±0.0194
medical,LGBM,ScoreVector,br,lr_ap,0.2,0.6281±0.0234
medical,LGBM,ScoreVector,cc,lr_ap,0.2,0.6157±0.0273
medical,LGBM,ScoreVector,clr,lr_ap,0.2,0.7406±0.0271
medical,LGBM,ScoreVector,ecc,lr_ap,0.2,0.7441±0.0232
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,lr_ap,0.3,0.4561±0.0241
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,lr_ap,0.3,0.4561±0.0241
medical,LGBM,ScoreVector,PartialOrder__Subset__2,lr_ap,0.3,0.4561±0.0241
medical,LGBM,ScoreVector,PartialOrder__Subset__None,lr_ap,0.3,0.4561±0.0241
medical,LGBM,ScoreVector,PreOrder__Hamming__2,lr_ap,0.3,0.4561±0.0241
medical,LGBM,ScoreVector,PreOrder__Hamming__None,lr_ap,0.3,0.4561±0.0241
medical,LGBM,ScoreVector,PreOrder__Subset__2,lr_ap,0.3,0.4561±0.0241
medical,LGBM,ScoreVector,PreOrder__Subset__None,lr_ap,0.3,0.4561±0.0241
medical,LGBM,ScoreVector,br,lr_ap,0.3,0.4708±0.0166
medical,LGBM,ScoreVector,cc,lr_ap,0.3,0.4538±0.0198
medical,LGBM,ScoreVector,clr,lr_ap,0.3,0.5545±0.0146
medical,LGBM,ScoreVector,ecc,lr_ap,0.3,0.5343±0.0164
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,one_error,0.0,0.7881±0.2094
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,one_error,0.0,0.7881±0.2094
medical,LGBM,ScoreVector,PartialOrder__Subset__2,one_error,0.0,0.7881±0.2094
medical,LGBM,ScoreVector,PartialOrder__Subset__None,one_error,0.0,0.7881±0.2094
medical,LGBM,ScoreVector,PreOrder__Hamming__2,one_error,0.0,0.7881±0.2094
medical,LGBM,ScoreVector,PreOrder__Hamming__None,one_error,0.0,0.7881±0.2094
medical,LGBM,ScoreVector,PreOrder__Subset__2,one_error,0.0,0.7881±0.2094
medical,LGBM,ScoreVector,PreOrder__Subset__None,one_error,0.0,0.7881±0.2094
medical,LGBM,ScoreVector,br,one_error,0.0,0.7881±0.2094
medical,LGBM,ScoreVector,cc,one_error,0.0,0.8243±0.1790
medical,LGBM,ScoreVector,clr,one_error,0.0,0.2823±0.0767
medical,LGBM,ScoreVector,ecc,one_error,0.0,0.1483±0.0400
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,one_error,0.1,0.2393±0.0150
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,one_error,0.1,0.2393±0.0150
medical,LGBM,ScoreVector,PartialOrder__Subset__2,one_error,0.1,0.2393±0.0150
medical,LGBM,ScoreVector,PartialOrder__Subset__None,one_error,0.1,0.2393±0.0150
medical,LGBM,ScoreVector,PreOrder__Hamming__2,one_error,0.1,0.2393±0.0150
medical,LGBM,ScoreVector,PreOrder__Hamming__None,one_error,0.1,0.2393±0.0150
medical,LGBM,ScoreVector,PreOrder__Subset__2,one_error,0.1,0.2393±0.0150
medical,LGBM,ScoreVector,PreOrder__Subset__None,one_error,0.1,0.2393±0.0150
medical,LGBM,ScoreVector,br,one_error,0.1,0.2515±0.0288
medical,LGBM,ScoreVector,cc,one_error,0.1,0.2628±0.0295
medical,LGBM,ScoreVector,clr,one_error,0.1,0.1922±0.0327
medical,LGBM,ScoreVector,ecc,one_error,0.1,0.1738±0.0221
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,one_error,0.2,0.4202±0.0271
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,one_error,0.2,0.4202±0.0271
medical,LGBM,ScoreVector,PartialOrder__Subset__2,one_error,0.2,0.4202±0.0271
medical,LGBM,ScoreVector,PartialOrder__Subset__None,one_error,0.2,0.4202±0.0271
medical,LGBM,ScoreVector,PreOrder__Hamming__2,one_error,0.2,0.4202±0.0271
medical,LGBM,ScoreVector,PreOrder__Hamming__None,one_error,0.2,0.4202±0.0271
medical,LGBM,ScoreVector,PreOrder__Subset__2,one_error,0.2,0.4202±0.0271
medical,LGBM,ScoreVector,PreOrder__Subset__None,one_error,0.2,0.4202±0.0271
medical,LGBM,ScoreVector,br,one_error,0.2,0.4407±0.0247
medical,LGBM,ScoreVector,cc,one_error,0.2,0.4591±0.0263
medical,LGBM,ScoreVector,clr,one_error,0.2,0.3006±0.0336
medical,LGBM,ScoreVector,ecc,one_error,0.2,0.2873±0.0257
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,one_error,0.3,0.6462±0.0239
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,one_error,0.3,0.6462±0.0239
medical,LGBM,ScoreVector,PartialOrder__Subset__2,one_error,0.3,0.6462±0.0239
medical,LGBM,ScoreVector,PartialOrder__Subset__None,one_error,0.3,0.6462±0.0239
medical,LGBM,ScoreVector,PreOrder__Hamming__2,one_error,0.3,0.6462±0.0239
medical,LGBM,ScoreVector,PreOrder__Hamming__None,one_error,0.3,0.6462±0.0239
medical,LGBM,ScoreVector,PreOrder__Subset__2,one_error,0.3,0.6462±0.0239
medical,LGBM,ScoreVector,PreOrder__Subset__None,one_error,0.3,0.6462±0.0239
medical,LGBM,ScoreVector,br,one_error,0.3,0.6298±0.0187
medical,LGBM,ScoreVector,cc,one_error,0.3,0.6432±0.0253
medical,LGBM,ScoreVector,clr,one_error,0.3,0.5266±0.0296
medical,LGBM,ScoreVector,ecc,one_error,0.3,0.5562±0.0188
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,ranking_loss,0.0,0.0655±0.0104
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,ranking_loss,0.0,0.0655±0.0104
medical,LGBM,ScoreVector,PartialOrder__Subset__2,ranking_loss,0.0,0.0655±0.0104
medical,LGBM,ScoreVector,PartialOrder__Subset__None,ranking_loss,0.0,0.0655±0.0104
medical,LGBM,ScoreVector,PreOrder__Hamming__2,ranking_loss,0.0,0.0655±0.0104
medical,LGBM,ScoreVector,PreOrder__Hamming__None,ranking_loss,0.0,0.0655±0.0104
medical,LGBM,ScoreVector,PreOrder__Subset__2,ranking_loss,0.0,0.0655±0.0104
medical,LGBM,ScoreVector,PreOrder__Subset__None,ranking_loss,0.0,0.0655±0.0104
medical,LGBM,ScoreVector,br,ranking_loss,0.0,0.0655±0.0104
medical,LGBM,ScoreVector,cc,ranking_loss,0.0,0.0707±0.0140
medical,LGBM,ScoreVector,clr,ranking_loss,0.0,0.0386±0.0083
medical,LGBM,ScoreVector,ecc,ranking_loss,0.0,0.0281±0.0054
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,ranking_loss,0.1,0.0642±0.0100
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,ranking_loss,0.1,0.0642±0.0100
medical,LGBM,ScoreVector,PartialOrder__Subset__2,ranking_loss,0.1,0.0642±0.0100
medical,LGBM,ScoreVector,PartialOrder__Subset__None,ranking_loss,0.1,0.0642±0.0100
medical,LGBM,ScoreVector,PreOrder__Hamming__2,ranking_loss,0.1,0.0642±0.0100
medical,LGBM,ScoreVector,PreOrder__Hamming__None,ranking_loss,0.1,0.0642±0.0100
medical,LGBM,ScoreVector,PreOrder__Subset__2,ranking_loss,0.1,0.0642±0.0100
medical,LGBM,ScoreVector,PreOrder__Subset__None,ranking_loss,0.1,0.0642±0.0100
medical,LGBM,ScoreVector,br,ranking_loss,0.1,0.0666±0.0102
medical,LGBM,ScoreVector,cc,ranking_loss,0.1,0.0770±0.0060
medical,LGBM,ScoreVector,clr,ranking_loss,0.1,0.0520±0.0041
medical,LGBM,ScoreVector,ecc,ranking_loss,0.1,0.0551±0.0095
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,ranking_loss,0.2,0.0982±0.0041
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,ranking_loss,0.2,0.0982±0.0041
medical,LGBM,ScoreVector,PartialOrder__Subset__2,ranking_loss,0.2,0.0982±0.0041
medical,LGBM,ScoreVector,PartialOrder__Subset__None,ranking_loss,0.2,0.0982±0.0041
medical,LGBM,ScoreVector,PreOrder__Hamming__2,ranking_loss,0.2,0.0982±0.0041
medical,LGBM,ScoreVector,PreOrder__Hamming__None,ranking_loss,0.2,0.0982±0.0041
medical,LGBM,ScoreVector,PreOrder__Subset__2,ranking_loss,0.2,0.0982±0.0041
medical,LGBM,ScoreVector,PreOrder__Subset__None,ranking_loss,0.2,0.0982±0.0041
medical,LGBM,ScoreVector,br,ranking_loss,0.2,0.1246±0.0162
medical,LGBM,ScoreVector,cc,ranking_loss,0.2,0.1210±0.0179
medical,LGBM,ScoreVector,clr,ranking_loss,0.2,0.0726±0.0063
medical,LGBM,ScoreVector,ecc,ranking_loss,0.2,0.0872±0.0125
medical,LGBM,ScoreVector,PartialOrder__Hamming__2,ranking_loss,0.3,0.1762±0.0138
medical,LGBM,ScoreVector,PartialOrder__Hamming__None,ranking_loss,0.3,0.1762±0.0138
medical,LGBM,ScoreVector,PartialOrder__Subset__2,ranking_loss,0.3,0.1762±0.0138
medical,LGBM,ScoreVector,PartialOrder__Subset__None,ranking_loss,0.3,0.1762±0.0138
medical,LGBM,ScoreVector,PreOrder__Hamming__2,ranking_loss,0.3,0.1762±0.0138
medical,LGBM,ScoreVector,PreOrder__Hamming__None,ranking_loss,0.3,0.1762±0.0138
medical,LGBM,ScoreVector,PreOrder__Subset__2,ranking_loss,0.3,0.1762±0.0138
medical,LGBM,ScoreVector,PreOrder__Subset__None,ranking_loss,0.3,0.1762±0.0138
medical,LGBM,ScoreVector,br,ranking_loss,0.3,0.1809±0.0059
medical,LGBM,ScoreVector,cc,ranking_loss,0.3,0.1889±0.0110
medical,LGBM,ScoreVector,clr,ranking_loss,0.3,0.1273±0.0139
medical,LGBM,ScoreVector,ecc,ranking_loss,0.3,0.1349±0.0053
medical,RF,BinaryVector,PartialOrder__Hamming__2,afrd,0.0,0.2926±0.0115
medical,RF,BinaryVector,PartialOrder__Hamming__None,afrd,0.0,0.2917±0.0129
medical,RF,BinaryVector,PartialOrder__Subset__2,afrd,0.0,0.2925±0.0115
medical,RF,BinaryVector,PartialOrder__Subset__None,afrd,0.0,0.2929±0.0095
medical,RF,BinaryVector,PreOrder__Hamming__2,afrd,0.0,0.3052±0.0215
medical,RF,BinaryVector,PreOrder__Hamming__None,afrd,0.0,0.2997±0.0225
medical,RF,BinaryVector,PreOrder__Subset__2,afrd,0.0,0.3057±0.0219
medical,RF,BinaryVector,PreOrder__Subset__None,afrd,0.0,0.3031±0.0162
medical,RF,BinaryVector,br,afrd,0.0,0.4630±0.0263
medical,RF,BinaryVector,cc,afrd,0.0,0.4460±0.0192
medical,RF,BinaryVector,clr,afrd,0.0,0.6459±0.0364
medical,RF,BinaryVector,ecc,afrd,0.0,0.4640±0.0253
medical,RF,BinaryVector,mlknn,afrd,0.0,0.4541±0.0312
medical,RF,BinaryVector,PartialOrder__Hamming__2,afrd,0.1,0.2921±0.0177
medical,RF,BinaryVector,PartialOrder__Hamming__None,afrd,0.1,0.2918±0.0183
medical,RF,BinaryVector,PartialOrder__Subset__2,afrd,0.1,0.2919±0.0179
medical,RF,BinaryVector,PartialOrder__Subset__None,afrd,0.1,0.2930±0.0187
